source_e(MeV)	NPS	det_pulse (MeVee)	det_cell	corr_count	PSD	time(s)  cells_history	
2.69303	725520	0.298814	1	no	0.406777	7.69036e-09	4	1
2.30454	725551	0.147645	1	no	0.421657	7.59878e-09	4	1
1.69611	725563	0.0807938	1	no	0.345384	1.01091e-08	4	1
2.29085	725567	0.308317	1	no	0.37965	9.82906e-09	4	1
2.80856	725569	0.256694	1	no	0.331816	6.96631e-09	4	1
2.98704	725570	0.132339	1	no	0.40774	9.55643e-09	4	1
1.95411	725594	0.137499	1	no	0.262994	1.19009e-08	4	1
2.91519	725668	0.494616	1	no	0.369449	5.92204e-09	4	1
2.33182	725675	0.112593	1	no	0.264614	6.52686e-09	4	1
2.31591	725695	0.252858	1	no	0.334309	7.32376e-09	4	1
2.36142	725709	0.236306	1	no	0.368603	6.11455e-09	4	1
2.2507	725717	0.308395	1	no	0.346593	6.36189e-09	4	1
2.29081	725729	0.361966	1	no	0.399128	6.16473e-09	4	1
2.03402	725733	0.150877	1	no	0.429659	6.85745e-09	4	1
2.01832	725738	0.0890114	1	no	0.3345	7.49989e-09	4	1
2.45999	725787	0.0209725	1	no	0.0603528	8.06494e-09	4	1
2.33046	725790	0.126614	1	no	0.330514	9.7398e-09	4	1
2.56615	725831	0.358752	1	no	0.358302	1.45117e-08	4	1
2.80783	725839	0.363971	1	no	0.327109	7.37029e-09	4	1
2.24557	725862	0.0909782	1	no	0.306507	6.61794e-09	4	1
2.41768	725884	0.251631	1	no	0.340969	6.89893e-09	4	1
2.11141	725908	0.37287	1	no	0.374034	6.1772e-09	4	1
3.13864	725916	0.586529	1	no	0.384429	5.47865e-09	4	1
2.31471	725938	0.265632	1	no	0.361557	7.95308e-09	4	1
2.81847	725955	0.3326	1	no	0.371136	7.53336e-09	4	1
2.45463	725977	0.296848	1	no	0.385726	5.72707e-09	4	1
2.35373	726012	0.284794	1	no	0.348308	6.27004e-09	4	1
2.42689	726027	0.206979	1	no	0.33465	1.1435e-08	4	1
1.88091	726089	0.0234845	1	no	0.0804312	9.85681e-09	4	1
2.39341	726125	0.178276	1	no	0.288367	6.15835e-09	4	1
2.9059	726139	0.584601	1	no	0.368276	7.3822e-09	4	1
2.49433	726155	0.477441	1	no	0.361245	9.16561e-09	4	1
2.26752	726175	0.0699278	1	no	0.317182	7.57009e-09	4	1
2.52035	726204	0.241369	1	no	0.371198	1.08221e-08	4	1
2.7517	726214	0.41242	1	no	0.342604	7.05847e-09	4	1
2.54862	726225	0.236987	1	no	0.343468	6.45326e-09	4	1
2.18594	726344	0.0292291	1	no	0.195203	8.21239e-09	4	1
2.40755	726407	0.108816	1	no	0.314782	6.9056e-09	4	1
2.73034	726457	0.0222188	1	no	0.170026	7.61895e-09	4	1
2.49815	726536	0.372832	1	no	0.373864	7.62083e-09	4	1
2.49742	726629	0.309622	1	no	0.386101	9.63006e-09	4	1
2.6148	726633	0.305844	1	no	0.357825	7.20492e-09	4	1
2.53461	726639	0.233794	1	no	0.350908	6.87471e-09	4	1
1.99452	726649	0.170662	1	no	0.29005	8.50995e-09	4	1
2.35112	726672	0.315405	1	no	0.399457	9.99395e-09	4	1
2.27908	726742	0.166806	1	no	0.365632	7.22223e-09	4	1
2.60219	726755	0.227387	1	no	0.399931	9.17323e-09	4	1
2.26536	726824	0.193582	1	no	0.377527	7.73205e-09	4	1
2.61338	726920	0.181547	1	no	0.430977	6.47967e-09	4	1
1.4072	726965	0.0291901	1	no	0.194129	8.95138e-09	4	1
1.85994	727013	0.30524	1	no	0.373142	7.25418e-09	4	1
2.00354	727148	0.235644	1	no	0.366747	7.12849e-09	4	1
2.66743	727149	0.449341	1	no	0.388169	5.92422e-09	4	1
1.8862	727194	0.186591	1	no	0.405448	1.12088e-08	4	1
2.62696	727206	0.259966	1	no	0.421199	7.56401e-09	4	1
2.2825	727228	0.22803	1	no	0.359522	6.5413e-09	4	1
2.68168	727292	0.316009	1	no	0.382425	5.6448e-09	4	1
3.00489	727324	0.725684	1	no	0.412735	6.70968e-09	4	1
2.33116	727358	0.488268	1	no	0.363803	1.07904e-08	4	1
2.78908	727379	0.0711546	1	no	0.373563	5.38378e-09	4	1
2.47834	727434	0.157284	1	no	0.428501	5.91341e-09	4	1
2.12319	727463	0.459526	1	no	0.374015	7.08574e-09	4	1
2.083	727479	0.253481	1	no	0.356226	8.86646e-09	4	1
2.07956	727502	0.273266	1	no	0.346825	6.36246e-09	4	1
2.74973	727519	0.293089	1	no	0.360242	8.3373e-09	4	1
1.77655	727522	0.210173	1	no	0.381173	6.91783e-09	4	1
2.28783	727526	0.126692	1	no	0.295573	6.16907e-09	4	1
2.05031	727558	0.195549	1	no	0.357499	6.93752e-09	4	1
1.93878	727586	0.0705899	1	no	0.305379	1.01292e-08	4	1
1.88696	727589	0.0241466	1	no	0.0790323	8.8195e-09	4	1
2.29033	727595	0.248457	1	no	0.407242	7.3126e-09	4	1
2.87104	727641	0.40911	1	no	0.367081	6.37016e-09	4	1
1.95323	727646	0.0437949	1	no	0.302801	7.89177e-09	4	1
2.22349	727742	0.0342921	1	no	0.184554	6.8558e-09	4	1
2.7637	727775	0.124706	1	no	0.274204	8.49911e-09	4	1
2.81249	727776	0.0342726	1	no	0.294318	5.61972e-09	4	1
2.41147	727813	0.092244	1	no	0.364999	7.04428e-09	4	1
1.47094	727820	0.113937	1	no	0.295163	1.0459e-08	4	1
2.71983	727834	0.157245	1	no	0.294489	8.76508e-09	4	1
2.67509	727861	0.339026	1	no	0.324698	5.85033e-09	4	1
1.89716	727862	0.146418	1	no	0.307754	1.11384e-08	4	1
2.80021	727925	0.164236	1	no	0.410126	8.10197e-09	4	1
1.85155	727926	0.291122	1	no	0.329699	6.69322e-09	4	1
2.25578	727935	0.286644	1	no	0.352649	6.59888e-09	4	1
2.64286	727937	0.149573	1	no	0.365187	7.90534e-09	4	1
2.1141	727974	0.308434	1	no	0.414862	6.0504e-09	4	1
2.67466	728031	0.309641	1	no	0.38834	5.77229e-09	4	1
2.91547	728046	0.328783	1	no	0.363836	7.13502e-09	4	1
2.76362	728091	0.310226	1	no	0.407947	7.32485e-09	4	1
2.45122	728152	0.0680195	1	no	0.288863	6.16327e-09	4	1
2.01218	728155	0.0273207	1	no	0.138275	6.48158e-09	4	1
2.49281	728166	0.385022	1	no	0.43506	6.81145e-09	4	1
2.75042	728178	0.247853	1	no	0.367065	5.2941e-09	4	1
2.32385	728190	0.0158706	1	no	0	6.67836e-09	4	1
2.23583	728191	0.316087	1	no	0.382578	6.46675e-09	4	1
2.44613	728260	0.285475	1	no	0.412483	6.43543e-09	4	1
2.77003	728264	0.716804	1	no	0.3743	5.96326e-09	4	1
2.21172	728346	0.169357	1	no	0.378751	7.02904e-09	4	1
2.65267	728383	0.316048	1	no	0.362415	5.56262e-09	4	1
2.74518	728384	0.180184	1	no	0.363017	8.77199e-09	4	1
2.16677	728399	0.196191	1	no	0.317519	8.60306e-09	4	1
3.22384	728419	0.103694	1	no	0.275305	5.95146e-09	4	1
2.5719	728422	0.37472	1	no	0.368498	7.65498e-09	4	1
2.55856	728485	0.23247	1	no	0.347127	9.67454e-09	4	1
2.71227	728502	0.0215372	1	no	0.14557	1.12838e-08	4	1
2.06371	728551	0.15409	1	no	0.308859	7.1353e-09	4	1
2.36055	728578	0.368878	1	no	0.346513	6.08683e-09	4	1
2.27326	728625	0.0197068	1	no	0.0642292	6.50775e-09	4	1
2.56771	728630	0.0558683	1	no	0.259672	6.86684e-09	4	1
2.54494	728681	0.466653	1	no	0.36029	7.25517e-09	4	1
2.76773	728684	0.202462	1	no	0.294604	7.62328e-09	4	1
2.58542	728688	0.176329	1	no	0.378134	1.14205e-08	4	1
3.00515	728719	0.659164	1	no	0.368981	9.23266e-09	4	1
1.77849	728725	0.29379	1	no	0.346523	1.03891e-08	4	1
2.65951	728741	0.266353	1	no	0.389311	1.00026e-08	4	1
2.44508	728802	0.312251	1	no	0.350421	7.35236e-09	4	1
2.36528	728816	0.321793	1	no	0.385658	6.87396e-09	4	1
2.49809	728835	0.442331	1	no	0.414572	7.22157e-09	4	1
2.4305	728841	0.269546	1	no	0.351828	6.3589e-09	4	1
2.77563	728880	0.272759	1	no	0.375669	6.15208e-09	4	1
2.1262	728907	0.279672	1	no	0.327322	8.02616e-09	4	1
2.52751	728919	0.134812	1	no	0.437816	6.02092e-09	4	1
2.68162	728968	0.293712	1	no	0.426838	6.78252e-09	4	1
2.86724	728984	0.296166	1	no	0.358472	7.22905e-09	4	1
2.69423	729050	0.472378	1	no	0.392242	6.41639e-09	4	1
2.78337	729132	0.115806	1	no	0.40037	8.93742e-09	4	1
2.2151	729191	0.317275	1	no	0.360953	9.65862e-09	4	1
2.43654	729232	0.337079	1	no	0.326401	9.03816e-09	4	1
2.28774	729259	0.0183631	1	no	0.206787	9.38891e-09	4	1
1.81752	729275	0.248438	1	no	0.376235	7.37084e-09	4	1
2.43836	729324	0.285436	1	no	0.428026	9.98239e-09	4	1
2.17901	729345	0.402197	1	no	0.360995	7.62719e-09	4	1
2.32403	729356	0.451853	1	no	0.329555	1.0247e-08	4	1
2.45356	729365	0.0673963	1	no	0.329096	7.08976e-09	4	1
2.40055	729377	0.210835	1	no	0.410271	7.41009e-09	4	1
2.06587	729386	0.224194	1	no	0.402849	7.44475e-09	4	1
2.91482	729397	0.284911	1	no	0.332855	6.33394e-09	4	1
2.10823	729411	0.243998	1	no	0.294254	7.32615e-09	4	1
2.37838	729421	0.161101	1	no	0.374713	6.28604e-09	4	1
2.13657	729430	0.136214	1	no	0.293352	7.09099e-09	4	1
1.59972	729447	0.229334	1	no	0.332597	7.44786e-09	4	1
2.37215	729501	0.443577	1	no	0.370253	6.19412e-09	4	1
2.42656	729507	0.0539794	1	no	0.292208	6.66495e-09	4	1
2.70135	729539	0.0807743	1	no	0.274349	5.96694e-09	4	1
2.74041	729551	0.352404	1	no	0.377521	7.22583e-09	4	1
1.86588	729682	0.312212	1	no	0.321836	7.48815e-09	4	1
3.12521	729800	0.138103	1	no	0.316977	5.45554e-09	4	1
2.44357	729809	0.417464	1	no	0.37051	6.30411e-09	4	1
2.30104	729811	0.314821	1	no	0.327457	1.0598e-08	4	1
2.42503	729840	0.233852	1	no	0.356399	7.83963e-09	4	1
2.39397	729851	0.425078	1	no	0.372807	6.68058e-09	4	1
2.43032	729869	0.269546	1	no	0.406083	8.68718e-09	4	1
2.36677	729880	0.202559	1	no	0.427129	7.36861e-09	4	1
2.9134	729887	0.245322	1	no	0.39411	7.92881e-09	4	1
2.09989	729905	0.370904	1	no	0.313908	6.66636e-09	4	1
2.16741	729967	0.440403	1	no	0.372789	9.63825e-09	4	1
2.45079	729972	0.30968	1	no	0.37603	6.27151e-09	4	1
2.054	730006	0.0222383	1	no	0.0849387	7.17154e-09	4	1
2.69062	730010	0.0985922	1	no	0.373296	6.00417e-09	4	1
2.92006	730035	0.393843	1	no	0.418541	6.18373e-09	4	1
2.24766	730051	0.273928	1	no	0.341224	6.49625e-09	4	1
2.04429	730063	0.386872	1	no	0.388383	7.12085e-09	4	1
2.12852	730076	0.15853	1	no	0.344429	7.11483e-09	4	1
2.89133	730111	0.501646	1	no	0.375684	6.65206e-09	4	1
2.77983	730152	0.412946	1	no	0.377629	5.84394e-09	4	1
1.99334	730167	0.270715	1	no	0.385268	9.96779e-09	4	1
3.3332	730191	0.890893	1	no	0.36623	6.08265e-09	4	1
2.60501	730204	0.186552	1	no	0.391649	6.3804e-09	4	1
1.79944	730205	0.326232	1	no	0.37653	8.27295e-09	4	1
2.32252	730231	0.428252	1	no	0.401282	6.94079e-09	4	1
2.18541	730276	0.465368	1	no	0.387271	7.75998e-09	4	1
2.40827	730304	0.319767	1	no	0.429694	7.02421e-09	4	1
2.34333	730314	0.0374662	1	no	0.219335	6.13276e-09	4	1
2.49229	730348	0.420599	1	no	0.338858	7.88599e-09	4	1
2.63892	730606	0.364536	1	no	0.371902	6.15657e-09	4	1
2.9479	730620	0.284755	1	no	0.352664	6.08961e-09	4	1
2.1843	730683	0.163574	1	no	0.341548	6.75948e-09	4	1
2.23062	730709	0.195549	1	no	0.413065	6.47801e-09	4	1
2.6299	730730	0.136195	1	no	0.29797	9.5303e-09	4	1
2.19205	730755	0.166826	1	no	0.358002	1.06242e-08	4	1
2.47604	730779	0.515043	1	no	0.411698	6.92388e-09	4	1
2.24686	730789	0.342181	1	no	0.37002	9.52743e-09	4	1
2.60424	730846	0.0152279	1	no	0.0831202	1.16451e-08	4	1
2.49026	730944	0.11458	1	no	0.32155	6.88262e-09	4	1
2.48539	730954	0.372092	1	no	0.40695	6.10417e-09	4	1
2.24077	730969	0.303332	1	no	0.367144	7.13892e-09	4	1
2.55824	730998	0.0801122	1	no	0.244288	1.13812e-08	4	1
2.97176	731002	0.660566	1	no	0.361565	6.54392e-09	4	1
2.67382	731007	0.362063	1	no	0.362287	5.66735e-09	4	1
2.76127	731166	0.592819	1	no	0.400683	6.21656e-09	4	1
2.3967	731208	0.0654101	1	no	0.279845	6.97299e-09	4	1
2.20805	731246	0.0706288	1	no	0.305487	7.30503e-09	4	1
2.08849	731316	0.0744066	1	no	0.349385	7.70192e-09	4	1
2.06315	731317	0.243355	1	no	0.336881	6.68041e-09	4	1
2.87592	731350	0.198625	1	no	0.351863	7.40093e-09	4	1
1.97046	731353	0.20953	1	no	0.3	6.61718e-09	4	1
2.31678	731391	0.425156	1	no	0.401365	8.34095e-09	4	1
1.92054	731459	0.19808	1	no	0.378687	7.75979e-09	4	1
2.30327	731502	0.313575	1	no	0.363286	6.57769e-09	4	1
2.68055	731515	0.587717	1	no	0.414996	8.01108e-09	4	1
2.38054	731608	0.43349	1	no	0.356857	1.08923e-08	4	1
3.18497	731616	0.108173	1	no	0.340234	6.8244e-09	4	1
2.71515	731625	0.673262	1	no	0.37184	6.37743e-09	4	1
2.20162	731628	0.0667927	1	no	0.255977	1.06423e-08	4	1
2.13948	731644	0.195529	1	no	0.426153	8.94929e-09	4	1
1.98762	731646	0.390085	1	no	0.378644	7.37012e-09	4	1
2.56884	731649	0.24022	1	no	0.282993	7.44253e-09	4	1
2.54508	731680	0.388741	1	no	0.35676	6.9926e-09	4	1
2.5216	731847	0.400873	1	no	0.369912	6.54255e-09	4	1
2.70086	731899	0.504177	1	no	0.381329	5.45126e-09	4	1
2.27166	731931	0.252877	1	no	0.387263	6.18144e-09	4	1
2.71199	731937	0.305202	1	no	0.379315	5.49421e-09	4	1
2.25293	731997	0.026016	1	no	0.0965569	7.61427e-09	4	1
1.91957	732054	0.155337	1	no	0.302369	9.36048e-09	4	1
2.48569	732064	0.253501	1	no	0.424105	6.4524e-09	4	1
2.27189	732105	0.0158706	1	no	0.159509	9.42072e-09	4	1
2.2758	732135	0.342239	1	no	0.338378	7.01936e-09	4	1
1.62719	732146	0.220357	1	no	0.383793	7.14518e-09	4	1
2.08669	732152	0.0527331	1	no	0.348227	7.50487e-09	4	1
2.82481	732202	0.469106	1	no	0.392237	7.58835e-09	4	1
2.13619	732239	0.241388	1	no	0.376654	7.31532e-09	4	1
2.70129	732305	0.0114112	1	no	0.0546075	6.42081e-09	4	1
3.17195	732359	0.372092	1	no	0.394913	5.86971e-09	4	1
2.2287	732421	0.0164353	1	no	0.152844	6.58397e-09	4	1
2.93532	732441	0.486379	1	no	0.379629	6.55362e-09	4	1
3.18307	732465	0.131132	1	no	0.377933	5.35566e-09	4	1
1.91565	732470	0.367106	1	no	0.370995	7.80353e-09	4	1
1.27113	732472	0.025315	1	no	0.298462	1.20771e-08	4	1
2.99762	732496	0.0400366	1	no	0.269455	6.58445e-09	4	1
2.09803	732538	0.306467	1	no	0.354937	7.41773e-09	4	1
2.25107	732645	0.190349	1	no	0.343734	7.42003e-09	4	1
2.25082	732667	0.00825658	1	no	0	7.98225e-09	4	1
2.21679	732694	0.378654	1	no	0.342967	8.76881e-09	4	1
1.97647	732698	0.150936	1	no	0.35389	7.36244e-09	4	1
2.15247	732741	0.0890504	1	no	0.34157	6.6827e-09	4	1
2.40012	732791	0.288669	1	no	0.361643	7.32216e-09	4	1
2.74094	732828	0.624093	1	no	0.390839	5.41328e-09	4	1
2.40456	732875	0.30452	1	no	0.367566	6.48567e-09	4	1
2.32038	732888	0.126049	1	no	0.276842	1.30241e-08	4	1
3.1851	732890	0.446226	1	no	0.373904	5.64675e-09	4	1
2.39042	732918	0.0527331	1	no	0.300222	8.95982e-09	4	1
2.98316	732931	0.212763	1	no	0.433461	1.01108e-08	4	1
2.2309	732939	0.436625	1	no	0.370306	9.69607e-09	4	1
2.11258	732961	0.134948	1	no	0.343434	7.24632e-09	4	1
2.42327	732990	0.101143	1	no	0.364074	5.91595e-09	4	1
2.53184	733021	0.0883688	1	no	0.278978	1.2037e-08	4	1
2.21813	733048	0.0184215	1	no	0.103594	6.7599e-09	4	1
2.20885	733150	0.424435	1	no	0.371811	6.88129e-09	4	1
2.78449	733226	0.219072	1	no	0.362667	7.75434e-09	4	1
1.94808	733253	0.212101	1	no	0.431877	6.34521e-09	4	1
2.17133	733322	0.250326	1	no	0.378374	6.10566e-09	4	1
2.34618	733436	0.3984	1	no	0.393274	8.65551e-09	4	1
3.17201	733461	0.742898	1	no	0.383434	7.67854e-09	4	1
1.89118	733471	0.300139	1	no	0.381626	7.38139e-09	4	1
2.5094	733482	0.3703	1	no	0.345446	5.80504e-09	4	1
2.5426	733486	0.431387	1	no	0.371778	6.74435e-09	4	1
2.09168	733505	0.0196678	1	no	0.128713	8.29571e-09	4	1
2.43079	733539	0.451308	1	no	0.349758	7.59025e-09	4	1
2.6286	733584	0.280218	1	no	0.333218	6.28129e-09	4	1
2.38254	733725	0.138726	1	no	0.430517	5.93737e-09	4	1
1.94787	733809	0.320527	1	no	0.341373	8.77339e-09	4	1
3.14348	733827	0.685413	1	no	0.367095	9.00356e-09	4	1
2.01828	733857	0.20511	1	no	0.306655	7.10438e-09	4	1
2.23028	733991	0.351158	1	no	0.391449	6.32711e-09	4	1
2.20866	733998	0.00568614	1	no	0	8.28027e-09	4	1
2.54783	734003	0.176932	1	no	0.387519	9.85589e-09	4	1
2.33903	734008	0.292447	1	no	0.376215	5.93308e-09	4	1
1.54462	734021	0.230639	1	no	0.380446	8.80928e-09	4	1
2.10762	734040	0.425156	1	no	0.390922	6.73285e-09	4	1
2.15849	734050	0.279594	1	no	0.334099	6.97937e-09	4	1
2.92829	734075	0.429031	1	no	0.341322	9.67182e-09	4	1
2.97767	734105	0.585964	1	no	0.349939	6.68393e-09	4	1
1.96782	734116	0.286741	1	no	0.375076	6.98069e-09	4	1
1.93333	734207	0.203786	1	no	0.33053	7.32332e-09	4	1
2.11928	734224	0.3422	1	no	0.390428	6.72302e-09	4	1
2.5935	734246	0.285397	1	no	0.396698	6.02309e-09	4	1
2.43256	734286	0.114599	1	no	0.316058	6.08204e-09	4	1
2.04802	734295	0.159095	1	no	0.366952	6.46615e-09	4	1
2.42914	734352	0.333204	1	no	0.364619	6.05238e-09	4	1
3.06972	734374	0.39135	1	no	0.382196	5.33772e-09	4	1
2.34845	734412	0.0158706	1	no	0.0392638	8.55244e-09	4	1
2.10643	734481	0.192939	1	no	0.359003	6.82748e-09	4	1
2.23579	734494	0.474831	1	no	0.433194	8.96204e-09	4	1
2.49399	734532	0.224797	1	no	0.350572	9.58102e-09	4	1
2.39933	734687	0.550056	1	no	0.381881	6.65576e-09	4	1
2.22745	734700	0.0827606	1	no	0.268471	6.7446e-09	4	1
2.54439	734719	0.0253734	1	no	0.274751	6.40771e-09	4	1
2.74524	734737	0.48893	1	no	0.351601	7.16787e-09	4	1
2.19742	734832	0.284833	1	no	0.346141	6.92874e-09	4	1
1.66802	734852	0.0711936	1	no	0.275438	8.8695e-09	4	1
2.6389	734888	0.00823711	1	no	0	6.92486e-09	4	1
2.27651	734890	0.395829	1	no	0.347469	1.01115e-08	4	1
2.53448	734893	0.287286	1	no	0.351861	6.01723e-09	4	1
2.87181	734911	0.728176	1	no	0.391106	6.28817e-09	4	1
2.04603	734953	0.300664	1	no	0.368005	6.68588e-09	4	1
1.72099	734956	0.175005	1	no	0.333593	1.04893e-08	4	1
2.44357	735046	0.182132	1	no	0.362878	6.16873e-09	4	1
2.51485	735055	0.346017	1	no	0.397321	9.69261e-09	4	1
2.50493	735095	0.306409	1	no	0.352717	7.81341e-09	4	1
2.66157	735149	0.268203	1	no	0.398533	7.90579e-09	4	1
2.53048	735193	0.298873	1	no	0.319195	6.83633e-09	4	1
1.99945	735228	0.0393356	1	no	0.30495	7.45497e-09	4	1
2.24617	735362	0.323681	1	no	0.387258	6.09769e-09	4	1
3.13672	735387	0.0215762	1	no	0.17509	7.91368e-09	4	1
2.68014	735431	0.462116	1	no	0.388521	6.14385e-09	4	1
1.96269	735433	0.257337	1	no	0.370564	7.65658e-09	4	1
2.33591	735464	0.394486	1	no	0.437457	6.79661e-09	4	1
2.2895	735564	0.554574	1	no	0.384634	6.90611e-09	4	1
3.00434	735588	0.664947	1	no	0.365859	7.07039e-09	4	1
2.09101	735595	0.0597434	1	no	0.211213	6.5135e-09	4	1
2.77553	735637	0.028567	1	no	0.133606	8.76044e-09	4	1
2.06425	735681	0.348549	1	no	0.401587	7.98422e-09	4	1
2.47222	735684	0.321773	1	no	0.375756	6.14949e-09	4	1
2.8745	735731	0.505521	1	no	0.35651	5.36314e-09	4	1
2.21974	735741	0.229919	1	no	0.342932	7.60769e-09	4	1
2.07618	735767	0.175024	1	no	0.344348	7.19787e-09	4	1
2.79257	735826	0.0826827	1	no	0.314414	6.25459e-09	4	1
2.34073	735833	0.292427	1	no	0.34128	6.93019e-09	4	1
2.24414	735880	0.158491	1	no	0.396855	6.87635e-09	4	1
2.60858	735913	0.419995	1	no	0.348479	6.72406e-09	4	1
2.30374	735930	0.435944	1	no	0.316657	6.21213e-09	4	1
2.75089	735943	0.346621	1	no	0.383596	5.92342e-09	4	1
2.47731	735964	0.293751	1	no	0.352933	5.85707e-09	4	1
2.60432	735971	0.0916014	1	no	0.373937	5.96109e-09	4	1
2.17771	736002	0.382412	1	no	0.357827	8.84293e-09	4	1
2.61663	736014	0.0196289	1	no	0.224206	7.96173e-09	4	1
2.24104	736047	0.180846	1	no	0.365565	6.76934e-09	4	1
3.00375	736085	0.718498	1	no	0.381223	5.8086e-09	4	1
1.57445	736176	0.205636	1	no	0.392519	8.47087e-09	4	1
2.40641	736186	0.114502	1	no	0.387925	7.35582e-09	4	1
2.65753	736213	0.532394	1	no	0.35523	6.266e-09	4	1
2.29645	736226	0.143147	1	no	0.412461	1.19319e-08	4	1
2.11291	736256	0.175063	1	no	0.424917	1.02367e-08	4	1
1.75934	736271	0.127276	1	no	0.359241	8.24052e-09	4	1
2.11801	736310	0.10052	1	no	0.346959	8.11817e-09	4	1
2.30716	736323	0.249664	1	no	0.333359	8.37376e-09	4	1
2.48851	736339	0.171869	1	no	0.343644	9.10168e-09	4	1
2.3725	736420	0.448738	1	no	0.408696	8.66499e-09	4	1
2.30655	736439	0.474831	1	no	0.348384	7.2263e-09	4	1
2.09531	736441	0.349152	1	no	0.399052	7.24959e-09	4	1
2.37865	736495	0.175647	1	no	0.397672	7.48399e-09	4	1
2.35128	736507	0.13306	1	no	0.357969	9.50424e-09	4	1
2.46875	736552	0.0304364	1	no	0.24888	6.7709e-09	4	1
2.65431	736577	0.597999	1	no	0.368524	6.9895e-09	4	1
2.39902	736590	0.250988	1	no	0.334316	7.01427e-09	4	1
1.80011	736602	0.147041	1	no	0.423652	8.21652e-09	4	1
2.55914	736610	0.400152	1	no	0.376807	5.82712e-09	4	1
2.2616	736633	0.206337	1	no	0.338807	7.52676e-09	4	1
2.3469	736710	0.0133196	1	no	0	1.05657e-08	4	1
2.67621	736713	0.238234	1	no	0.411149	8.13248e-09	4	1
2.77365	736717	0.469145	1	no	0.365017	5.96205e-09	4	1
2.65131	736733	0.368956	1	no	0.427931	7.8067e-09	4	1
2.37491	736787	0.115845	1	no	0.295848	5.83403e-09	4	1
2.8132	736790	0.0196873	1	no	0	5.73781e-09	4	1
2.89308	736826	0.583316	1	no	0.352562	5.78207e-09	4	1
2.5925	736938	0.0572119	1	no	0.17631	5.73661e-09	4	1
2.05616	736985	0.168773	1	no	0.376716	6.85887e-09	4	1
2.65663	737034	0.622827	1	no	0.388601	7.27527e-09	4	1
2.30163	737075	0.0565303	1	no	0.256976	1.01581e-08	4	1
1.59377	737087	0.0731993	1	no	0.25991	8.10779e-09	4	1
2.48265	737103	0.48192	1	no	0.355342	7.80872e-09	4	1
1.86982	737133	0.0985727	1	no	0.360134	9.61366e-09	4	1
2.22347	737200	0.48192	1	no	0.37793	7.58649e-09	4	1
2.38512	737214	0.363932	1	no	0.369201	7.03389e-09	4	1
2.39895	737230	0.0406403	1	no	0.248682	6.37996e-09	4	1
2.80213	737243	0.597376	1	no	0.385924	5.80418e-09	4	1
2.49084	737267	0.25609	1	no	0.387423	9.71699e-09	4	1
2.69655	737273	0.250268	1	no	0.38352	7.52992e-09	4	1
2.94423	737328	0.368976	1	no	0.427908	7.2422e-09	4	1
2.594	737354	0.326291	1	no	0.364765	6.92398e-09	4	1
2.48292	737443	0.247853	1	no	0.382464	9.20836e-09	4	1
3.03051	737489	0.143828	1	no	0.326699	6.05759e-09	4	1
1.93771	737589	0.259284	1	no	0.375366	9.74443e-09	4	1
2.15802	737635	0.235098	1	no	0.368011	6.99625e-09	4	1
2.67864	737653	0.177594	1	no	0.379167	6.58934e-09	4	1
2.88033	737694	0.386151	1	no	0.322794	5.97581e-09	4	1
2.31587	737750	0.279653	1	no	0.418564	8.87122e-09	4	1
2.43869	737757	0.23761	1	no	0.347894	7.13527e-09	4	1
2.11403	737779	0.153506	1	no	0.372954	9.7663e-09	4	1
1.94463	737790	0.166845	1	no	0.293067	8.20208e-09	4	1
2.64421	737798	0.400853	1	no	0.32854	6.00516e-09	4	1
2.78877	737805	0.405916	1	no	0.347949	6.37447e-09	4	1
2.58444	737816	0.0490137	1	no	0.0901867	6.13118e-09	4	1
1.20951	737839	0.0851168	1	no	0.296728	1.0199e-08	4	1
1.74524	737893	0.140576	1	no	0.338274	6.78117e-09	4	1
2.46769	737911	0.118396	1	no	0.349013	7.32964e-09	4	1
2.68449	737920	0.207661	1	no	0.355214	6.97958e-09	4	1
2.80567	737943	0.0387514	1	no	0.229146	6.2177e-09	4	1
2.61164	737956	0.474189	1	no	0.370539	7.50789e-09	4	1
1.64308	737998	0.169942	1	no	0.399794	7.42816e-09	4	1
2.07593	738013	0.310206	1	no	0.3914	9.91211e-09	4	1
2.80296	738042	0.0744261	1	no	0.306646	7.50308e-09	4	1
1.95156	738094	0.0935292	1	no	0.352696	8.09792e-09	4	1
2.79782	738128	0.0552451	1	no	0.389143	6.05582e-09	4	1
2.12329	738130	0.161685	1	no	0.393111	1.12349e-08	4	1
2.33302	738140	0.257317	1	no	0.363175	7.5434e-09	4	1
2.3976	738215	0.331412	1	no	0.40349	8.32335e-09	4	1
1.97565	738255	0.145698	1	no	0.348303	8.01112e-09	4	1
2.27025	738306	0.089693	1	no	0.282458	7.27898e-09	4	1
2.19379	738327	0.174537	1	no	0.386478	6.44932e-09	4	1
1.99547	738396	0.0706094	1	no	0.286817	1.00034e-08	4	1
1.9983	738429	0.263159	1	no	0.362587	6.41959e-09	4	1
2.5962	738663	0.0508053	1	no	0.185895	5.56677e-09	4	1
1.72247	738680	0.14451	1	no	0.307506	7.59661e-09	4	1
2.37376	738706	0.229977	1	no	0.342845	8.90041e-09	4	1
2.18563	738875	0.416256	1	no	0.397736	6.55765e-09	4	1
2.49082	738877	0.128581	1	no	0.325761	9.45567e-09	4	1
2.57726	739016	0.413628	1	no	0.423191	6.88445e-09	4	1
