source_e (MeV)	NPS	det_pulse (MeVee)	det_cell	corr_count	PSD	time (s)	cells_history
2.20214	768426	0.253232	1	no	0.401444	1.10414e-08	4	1
2.60623	768429	0.0622673	1	no	0.284599	5.91278e-09	4	1
2.81267	768467	0.431008	1	no	0.364309	6.02231e-09	4	1
3.0015	768496	0.603103	1	no	0.367114	7.12475e-09	4	1
2.55703	768522	0.272354	1	no	0.340333	6.21851e-09	4	1
2.39787	768573	0.207382	1	no	0.388988	6.26606e-09	4	1
2.75187	768574	0.0157954	1	no	0.199507	8.67997e-09	4	1
2.91496	768591	0.250761	1	no	0.392755	6.42771e-09	4	1
1.8904	768618	0.147527	1	no	0.339531	7.14806e-09	4	1
1.86164	768624	0.266712	1	no	0.371818	7.26568e-09	4	1
2.1182	768630	0.243097	1	no	0.394815	6.7826e-09	4	1
2.35221	768717	0.222088	1	no	0.331698	8.14018e-09	4	1
2.50837	768780	0.354501	1	no	0.397992	7.05899e-09	4	1
2.45463	768797	0.0202694	1	no	0.0614203	6.248e-09	4	1
2.74371	768821	0.709547	1	no	0.382992	6.90503e-09	4	1
2.7389	768865	0.341799	1	no	0.3627	5.47263e-09	4	1
1.96598	768920	0.17548	1	no	0.32513	8.29641e-09	4	1
2.63006	768965	0.509459	1	no	0.347079	7.94256e-09	4	1
2.1431	768966	0.292137	1	no	0.376348	8.34325e-09	4	1
2.97631	769019	0.0380684	1	no	0.282064	9.92266e-09	4	1
2.10519	769022	0.060925	1	no	0.206577	7.82496e-09	4	1
2.74911	769140	0.4654	1	no	0.382612	5.65235e-09	4	1
2.17374	769187	0.173671	1	no	0.365591	9.93881e-09	4	1
2.59447	769207	0.00443516	1	no	0	7.20201e-09	4	1
2.74277	769215	0.276808	1	no	0.355657	7.28854e-09	4	1
1.71265	769217	0.159666	1	no	0.357943	7.88476e-09	4	1
1.96388	769219	0.0673638	1	no	0.263355	8.01527e-09	4	1
1.77344	769231	0.172952	1	no	0.363176	7.2948e-09	4	1
2.12014	769259	0.0774596	1	no	0.195128	6.67946e-09	4	1
2.76092	769307	0.193318	1	no	0.357718	5.70209e-09	4	1
2.18862	769308	0.0564704	1	no	0.302101	7.73615e-09	4	1
3.15222	769323	0.0654185	1	no	0.28992	8.20387e-09	4	1
2.7794	769356	0.138015	1	no	0.381536	8.43565e-09	4	1
2.33688	769396	0.220085	1	no	0.412675	8.57102e-09	4	1
2.90669	769400	0.310091	1	no	0.367229	7.18369e-09	4	1
2.40263	769412	0.289005	1	no	0.362859	6.76256e-09	4	1
2.78175	769434	0.51263	1	no	0.377187	6.14279e-09	4	1
2.39734	769515	0.531188	1	no	0.341341	7.4015e-09	4	1
2.19735	769550	0.146263	1	no	0.316664	8.78399e-09	4	1
2.15794	769580	0.165424	1	no	0.372413	7.77152e-09	4	1
1.54861	769594	0.137276	1	no	0.350716	1.20049e-08	4	1
2.1733	769616	0.299704	1	no	0.400727	6.37137e-09	4	1
2.48076	769625	0.35135	1	no	0.345477	6.92852e-09	4	1
3.20975	769766	0.663698	1	no	0.358539	6.55404e-09	4	1
2.11317	769837	0.0291592	1	no	0.130087	8.22231e-09	4	1
2.79172	769838	0.303672	1	no	0.345462	6.64268e-09	4	1
3.12219	769865	0.59612	1	no	0.376766	5.59704e-09	4	1
1.99349	769890	0.257686	1	no	0.382049	8.64907e-09	4	1
2.38672	769949	0.273657	1	no	0.39238	8.53825e-09	4	1
2.66478	769970	0.422896	1	no	0.35506	6.16938e-09	4	1
2.64302	769999	0.169178	1	no	0.35633	6.53486e-09	4	1
2.68049	770048	0.403599	1	no	0.348034	1.0585e-08	4	1
2.51917	770085	0.24051	1	no	0.319476	7.11383e-09	4	1
2.42874	770090	0.467948	1	no	0.411789	7.27428e-09	4	1
1.92603	770098	0.376268	1	no	0.376829	8.3151e-09	4	1
2.54189	770144	0.0145504	1	no	0.0427807	7.52623e-09	4	1
2.4031	770154	0.246287	1	no	0.423268	7.20665e-09	4	1
2.35896	770158	0.164003	1	no	0.456767	6.15796e-09	4	1
2.15921	770165	0.0475807	1	no	0.305805	7.03678e-09	4	1
2.25827	770181	0.132938	1	no	0.276705	7.68888e-09	4	1
2.1395	770251	0.0114186	1	no	0	1.32608e-08	4	1
2.52124	770262	0.445091	1	no	0.361523	6.62536e-09	4	1
1.94925	770310	0.0864077	1	no	0.292886	7.07825e-09	4	1
2.3721	770314	0.221388	1	no	0.355681	1.05191e-08	4	1
2.29189	770353	0.421457	1	no	0.393843	7.38129e-09	4	1
2.03741	770389	0.349463	1	no	0.345616	1.09375e-08	4	1
1.97137	770416	0.202266	1	no	0.404982	1.10092e-08	4	1
2.2755	770465	0.279395	1	no	0.341154	6.12782e-09	4	1
2.96017	770477	0.0672665	1	no	0.300174	5.92581e-09	4	1
2.32612	770498	0.376891	1	no	0.423535	6.60986e-09	4	1
2.44929	770522	0.404241	1	no	0.437323	9.33268e-09	4	1
2.33279	770592	0.0271945	1	no	0.300429	6.3442e-09	4	1
2.97306	770641	0.0539222	1	no	0.198413	9.21886e-09	4	1
2.0281	770774	0.276886	1	no	0.342068	7.30974e-09	4	1
2.7901	770859	0.213763	1	no	0.35035	7.85473e-09	4	1
2.52597	770901	0.098546	1	no	0.386498	6.66688e-09	4	1
2.63551	770953	0.251345	1	no	0.379073	6.40792e-09	4	1
2.10714	770987	0.267413	1	no	0.366189	6.3289e-09	4	1
2.93447	771016	0.339426	1	no	0.365522	8.11478e-09	4	1
2.77503	771030	0.355182	1	no	0.424339	5.55028e-09	4	1
3.10499	771035	0.35135	1	no	0.40898	6.94788e-09	4	1
1.92519	771056	0.0475029	1	no	0.372236	1.07826e-08	4	1
2.12957	771070	0.389029	1	no	0.335017	6.69797e-09	4	1
2.91611	771085	0.572544	1	no	0.364489	5.36506e-09	4	1
1.81171	771124	0.102903	1	no	0.313611	7.45137e-09	4	1
2.80192	771138	0.425853	1	no	0.355107	6.35915e-09	4	1
2.7526	771154	0.197189	1	no	0.40584	5.63543e-09	4	1
2.50013	771184	0.0767982	1	no	0.263171	7.09563e-09	4	1
2.42839	771239	0.316297	1	no	0.383764	8.20851e-09	4	1
1.8883	771279	0.147566	1	no	0.369892	8.76891e-09	4	1
1.92103	771368	0.251384	1	no	0.368955	7.48952e-09	4	1
2.19094	771393	0.276925	1	no	0.447808	7.22385e-09	4	1
1.91816	771493	0.233527	1	no	0.367097	6.83586e-09	4	1
2.37332	771497	0.310052	1	no	0.334149	1.22077e-08	4	1
2.03425	771498	0.339328	1	no	0.331575	7.02311e-09	4	1
2.54514	771516	0.37232	1	no	0.3721	6.87784e-09	4	1
1.98547	771538	0.32968	1	no	0.346826	9.07877e-09	4	1
2.24695	771594	0.0107183	1	no	0.116152	6.51345e-09	4	1
1.76901	771624	0.0520353	1	no	0.291589	7.7862e-09	4	1
2.14679	771625	0.309255	1	no	0.369795	6.1285e-09	4	1
2.25776	771741	0.327832	1	no	0.360589	7.49508e-09	4	1
2.72967	771774	0.499928	1	no	0.360195	6.48358e-09	4	1
2.67255	771792	0.108739	1	no	0.303041	1.32261e-08	4	1
2.74737	771843	0.316958	1	no	0.370934	6.95867e-09	4	1
2.29874	771855	0.364052	1	no	0.413786	8.44166e-09	4	1
2.39653	771863	0.310072	1	no	0.35276	6.29961e-09	4	1
2.44927	771924	0.352634	1	no	0.37489	8.29877e-09	4	1
2.08174	771941	0.213821	1	no	0.36845	6.37695e-09	4	1
2.336	771960	0.251325	1	no	0.333437	7.52369e-09	4	1
2.41892	771987	0.0431261	1	no	0.249436	1.10871e-08	4	1
2.95637	772037	0.436824	1	no	0.353803	6.32926e-09	4	1
2.07549	772041	0.0279532	1	no	0	7.32365e-09	4	1
2.1462	772062	0.208608	1	no	0.377285	6.9061e-09	4	1
1.27059	772091	0.0984488	1	no	0.399131	1.06977e-08	4	1
2.47354	772135	0.253971	1	no	0.397978	6.39328e-09	4	1
2.68466	772144	0.236678	1	no	0.356867	7.78093e-09	4	1
2.47431	772149	0.00696397	1	no	0.0893855	7.15245e-09	4	1
2.56321	772154	0.313184	1	no	0.381491	8.54731e-09	4	1
1.9483	772171	0.347537	1	no	0.374958	8.58821e-09	4	1
2.31872	772187	0.371756	1	no	0.345351	7.97485e-09	4	1
2.18543	772200	0.239226	1	no	0.313059	8.15441e-09	4	1
2.67837	772220	0.413812	1	no	0.393362	8.02859e-09	4	1
2.47732	772229	0.440559	1	no	0.3463	8.19997e-09	4	1
2.45769	772240	0.319604	1	no	0.342118	6.18204e-09	4	1
1.95034	772256	0.0126635	1	no	0	7.61335e-09	4	1
2.67244	772315	0.229733	1	no	0.351058	8.96929e-09	4	1
2.375	772337	0.253251	1	no	0.356249	6.78607e-09	4	1
1.9108	772347	0.227088	1	no	0.360716	9.73624e-09	4	1
2.48628	772399	0.425347	1	no	0.352739	8.42984e-09	4	1
2.56204	772413	0.332325	1	no	0.390307	6.088e-09	4	1
1.61636	772442	0.26537	1	no	0.397376	7.07656e-09	4	1
1.90237	772444	0.127803	1	no	0.392085	7.96663e-09	4	1
2.36662	772464	0.346954	1	no	0.375701	8.42376e-09	4	1
2.33388	772467	0.0272334	1	no	0.115	7.44039e-09	4	1
2.9232	772470	0.351311	1	no	0.388926	6.25776e-09	4	1
2.12426	772536	0.390294	1	no	0.417265	7.83804e-09	4	1
2.49081	772555	0.387123	1	no	0.37782	9.57605e-09	4	1
2.2566	772612	0.20925	1	no	0.373245	9.22205e-09	4	1
2.18481	772639	0.332325	1	no	0.349977	7.08327e-09	4	1
2.52437	772657	0.0298011	1	no	0.254569	6.93931e-09	4	1
2.42725	772678	0.148266	1	no	0.329835	6.58689e-09	4	1
2.62744	772724	0.431027	1	no	0.358336	5.91159e-09	4	1
2.5928	772780	0.58155	1	no	0.351284	8.60145e-09	4	1
1.95244	772796	0.149453	1	no	0.339841	7.50772e-09	4	1
1.87058	772808	0.373117	1	no	0.390334	8.8824e-09	4	1
2.41508	772892	0.463474	1	no	0.337363	9.08944e-09	4	1
2.50109	772895	0.399164	1	no	0.396589	9.47224e-09	4	1
2.37656	772930	0.230317	1	no	0.33902	6.76439e-09	4	1
2.67968	772933	0.344425	1	no	0.33226	8.1747e-09	4	1
2.62424	772950	0.206741	1	no	0.37787	5.8691e-09	4	1
2.28557	772973	0.146205	1	no	0.368547	8.92853e-09	4	1
2.60191	772984	0.253835	1	no	0.402943	6.34625e-09	4	1
2.5316	773091	0.0246851	1	no	0.230102	6.44024e-09	4	1
2.12451	773114	0.224578	1	no	0.361888	7.36506e-09	4	1
2.6081	773125	0.0838984	1	no	0.294459	6.18833e-09	4	1
2.01346	773263	0.0934495	1	no	0.325562	8.42784e-09	4	1
2.16005	773281	0.00887031	1	no	0.142544	1.38579e-08	4	1
2.31818	773326	0.304917	1	no	0.368931	6.59906e-09	4	1
2.28087	773356	0.140563	1	no	0.406449	9.00679e-09	4	1
2.95644	773380	0.316919	1	no	0.407255	5.56454e-09	4	1
3.21255	773395	0.256422	1	no	0.336671	5.73195e-09	4	1
1.85974	773436	0.16342	1	no	0.384359	1.07735e-08	4	1
2.81383	773500	0.283305	1	no	0.343244	7.18147e-09	4	1
1.90675	773502	0.181997	1	no	0.376977	8.05058e-09	4	1
2.2056	773544	0.347576	1	no	0.371222	6.59969e-09	4	1
2.74876	773550	0.0736858	1	no	0.31811	6.56516e-09	4	1
1.86521	773555	0.156437	1	no	0.357001	9.61401e-09	4	1
2.07744	773589	0.125857	1	no	0.297218	8.14834e-09	4	1
2.57197	773612	0.294646	1	no	0.351423	7.71345e-09	4	1
2.87983	773615	0.463571	1	no	0.352482	6.85912e-09	4	1
2.43489	773652	0.301688	1	no	0.353859	6.55943e-09	4	1
2.65379	773724	0.136692	1	no	0.348086	1.2774e-08	4	1
2.30341	773810	0.265448	1	no	0.347135	9.99964e-09	4	1
2.93433	773866	0.103001	1	no	0.38187	8.47113e-09	4	1
2.52361	773892	0.141769	1	no	0.353183	6.79749e-09	4	1
2.05147	773903	0.413286	1	no	0.374047	6.73667e-09	4	1
1.92794	773907	0.127783	1	no	0.377226	8.74818e-09	4	1
3.04092	773957	0.450188	1	no	0.374498	6.55098e-09	4	1
2.43859	773965	0.441862	1	no	0.379969	8.45735e-09	4	1
2.2129	773993	0.0139474	1	no	0	9.30386e-09	4	1
2.21891	774003	0.102903	1	no	0.375425	6.30838e-09	4	1
2.05083	774009	0.320109	1	no	0.35519	8.2648e-09	4	1
2.10935	774112	0.192073	1	no	0.336844	7.68627e-09	4	1
2.32163	774159	0.311258	1	no	0.332604	6.88754e-09	4	1
2.21754	774202	0.359695	1	no	0.387107	8.32557e-09	4	1
2.06425	774248	0.13605	1	no	0.400915	7.13839e-09	4	1
1.77039	774340	0.184467	1	no	0.330275	7.4261e-09	4	1
2.53428	774349	0.267841	1	no	0.37214	7.78084e-09	4	1
2.40556	774359	0.353217	1	no	0.40478	6.55663e-09	4	1
2.48105	774376	0.271731	1	no	0.407044	8.3614e-09	4	1
2.74298	774381	0.383933	1	no	0.379288	6.42667e-09	4	1
2.57223	774430	0.268541	1	no	0.354944	6.11475e-09	4	1
2.87964	774437	0.0317658	1	no	0.0593999	5.76682e-09	4	1
2.2299	774484	0.236697	1	no	0.378369	1.02444e-08	4	1
1.71465	774494	0.00949279	1	no	0	7.88151e-09	4	1
1.70503	774534	0.0253271	1	no	0.199693	6.99016e-09	4	1
2.36439	774627	0.193882	1	no	0.382763	7.39841e-09	4	1
2.95683	774636	0.510704	1	no	0.406148	6.94563e-09	4	1
2.20174	774671	0.306804	1	no	0.401978	6.4118e-09	4	1
3.37673	774699	0.608822	1	no	0.377277	7.65444e-09	4	1
2.65084	774790	0.0940331	1	no	0.417873	7.0562e-09	4	1
1.80954	774826	0.280057	1	no	0.40175	7.05623e-09	4	1
2.61675	774828	0.299198	1	no	0.329302	9.98061e-09	4	1
2.21217	774875	0.0462968	1	no	0.245378	1.27997e-08	4	1
2.08947	774986	0.0679863	1	no	0.185694	8.62166e-09	4	1
1.67963	775016	0.0794632	1	no	0.287148	1.02999e-08	4	1
2.16477	775020	0.251442	1	no	0.371654	6.70999e-09	4	1
2.25072	775044	0.185732	1	no	0.372434	6.28885e-09	4	1
2.15429	775051	0.194524	1	no	0.3291	1.02245e-08	4	1
1.85139	775105	0.157662	1	no	0.321407	8.16425e-09	4	1
2.17844	775149	0.0107377	1	no	0.117754	1.07195e-08	4	1
2.08684	775167	0.0348782	1	no	0.253207	1.02188e-08	4	1
2.16181	775169	0.398658	1	no	0.379818	7.02168e-09	4	1
1.95912	775224	0.0896563	1	no	0.297245	9.06974e-09	4	1
1.92105	775248	0.182522	1	no	0.309283	7.76506e-09	4	1
2.4704	775267	0.445714	1	no	0.37961	6.21746e-09	4	1
2.1996	775269	0.285114	1	no	0.427987	9.7732e-09	4	1
2.19999	775271	0.292759	1	no	0.336279	7.05549e-09	4	1
1.82889	775302	0.0298206	1	no	0.127202	7.98088e-09	4	1
2.6916	775333	0.315071	1	no	0.385442	7.16166e-09	4	1
2.04003	775424	0.267276	1	no	0.358952	9.73808e-09	4	1
2.11567	775461	0.162836	1	no	0.385975	7.7456e-09	4	1
2.61096	775470	0.281263	1	no	0.395325	5.84852e-09	4	1
1.77311	775493	0.191509	1	no	0.348299	7.85491e-09	4	1
2.75375	775516	0.49096	1	no	0.383533	6.85345e-09	4	1
3.0768	775539	0.106132	1	no	0.298387	9.58223e-09	4	1
2.15108	775611	0.259593	1	no	0.37677	8.45121e-09	4	1
2.17976	775624	0.273676	1	no	0.413391	9.46824e-09	4	1
2.13613	775635	0.208725	1	no	0.405033	7.21095e-09	4	1
2.16463	775639	0.222711	1	no	0.313477	6.30563e-09	4	1
2.89215	775640	0.0571513	1	no	0.288291	5.36511e-09	4	1
2.02677	775741	0.216953	1	no	0.33955	8.70468e-09	4	1
2.23952	775814	0.434801	1	no	0.333259	6.77967e-09	4	1
3.0713	775884	0.40428	1	no	0.336429	6.23022e-09	4	1
2.00006	775887	0.159607	1	no	0.377575	6.9811e-09	4	1
2.64753	775907	0.0259885	1	no	0.267964	6.4681e-09	4	1
2.42304	775949	0.0717406	1	no	0.326735	6.67142e-09	4	1
2.92076	776004	0.564879	1	no	0.368263	6.20429e-09	4	1
2.61902	776048	0.421379	1	no	0.354538	1.00774e-08	4	1
3.10247	776060	0.334854	1	no	0.364587	6.79714e-09	4	1
2.39252	776089	0.247532	1	no	0.325737	6.71618e-09	4	1
2.72677	776116	0.251345	1	no	0.366226	8.35493e-09	4	1
2.53714	776121	0.0596801	1	no	0.254889	8.06982e-09	4	1
2.66537	776151	0.106171	1	no	0.31037	8.02645e-09	4	1
2.28967	776227	0.0870691	1	no	0.290885	8.30372e-09	4	1
1.81493	776237	0.0864661	1	no	0.264117	1.01382e-08	4	1
1.79702	776401	0.17622	1	no	0.360194	9.99946e-09	4	1
2.62006	776429	0.263483	1	no	0.361683	6.60278e-09	4	1
2.16076	776453	0.217634	1	no	0.361816	7.10378e-09	4	1
2.00171	776529	0.0927687	1	no	0.272804	8.37368e-09	4	1
2.24044	776539	0.212421	1	no	0.436355	6.42615e-09	4	1
2.41038	776544	0.529281	1	no	0.353412	7.47224e-09	4	1
2.46511	776558	0.498644	1	no	0.37895	6.45539e-09	4	1
2.32178	776566	0.0139279	1	no	0.181564	6.10516e-09	4	1
2.34368	776571	0.0845014	1	no	0.337247	7.17171e-09	4	1
2.25426	776604	0.199154	1	no	0.347529	8.52982e-09	4	1
2.66021	776632	0.260215	1	no	0.358601	6.1577e-09	4	1
1.93926	776673	0.280582	1	no	0.373475	7.89633e-09	4	1
2.23122	776740	0.0170792	1	no	0.18451	1.17946e-08	4	1
2.26598	776757	0.186452	1	no	0.337089	1.04566e-08	4	1
1.75324	776760	0.190809	1	no	0.33245	9.65618e-09	4	1
2.72197	776843	0.364636	1	no	0.402454	6.54123e-09	4	1
2.97975	776913	0.386462	1	no	0.424573	5.81544e-09	4	1
2.657	776983	0.3119	1	no	0.403642	7.0225e-09	4	1
2.3949	777001	0.0972427	1	no	0.266653	7.12996e-09	4	1
2.97387	777155	0.375607	1	no	0.37568	5.91453e-09	4	1
2.19248	777220	0.282002	1	no	0.353797	8.7452e-09	4	1
2.08352	777313	0.00698342	1	no	0	8.69649e-09	4	1
2.10589	777419	0.262219	1	no	0.35868	7.49289e-09	4	1
2.26891	777437	0.319565	1	no	0.348003	6.66071e-09	4	1
2.38794	777488	0.00947334	1	no	0	6.05559e-09	4	1
2.76099	777554	0.278773	1	no	0.270951	5.85245e-09	4	1
1.97362	777616	0.00634149	1	no	0	8.2213e-09	4	1
2.23493	777718	0.0723825	1	no	0.226821	7.49413e-09	4	1
2.72838	777736	0.549629	1	no	0.365811	7.06365e-09	4	1
2.75309	777742	0.0487867	1	no	0.271132	6.60215e-09	4	1
2.19478	777927	0.232223	1	no	0.380131	6.5529e-09	4	1
2.34424	778008	0.44122	1	no	0.355877	7.67723e-09	4	1
2.33692	778084	0.3112	1	no	0.357232	6.4392e-09	4	1
2.05806	778090	0.150698	1	no	0.353298	1.17951e-08	4	1
2.28082	778126	0.0139279	1	no	0	6.86829e-09	4	1
2.39447	778204	0.127803	1	no	0.367428	8.3939e-09	4	1
2.01671	778259	0.187599	1	no	0.389154	7.4098e-09	4	1
3.14185	778265	0.71085	1	no	0.363462	8.10842e-09	4	1
2.39382	778266	0.104849	1	no	0.417254	1.06326e-08	4	1
2.48479	778270	0.411964	1	no	0.389083	5.63313e-09	4	1
2.37816	778312	0.187035	1	no	0.376807	6.37712e-09	4	1
2.15117	778379	0.209328	1	no	0.327572	6.65722e-09	4	1
1.62209	778392	0.119516	1	no	0.397949	8.54792e-09	4	1
2.51127	778448	0.257667	1	no	0.359807	1.19548e-08	4	1
2.16094	778449	0.203628	1	no	0.377532	8.39414e-09	4	1
2.11976	778457	0.0348977	1	no	0.235786	8.86839e-09	4	1
2.64175	778538	0.321471	1	no	0.411291	8.6725e-09	4	1
2.83433	778540	0.0132277	1	no	0.0941176	6.1451e-09	4	1
2.57934	778554	0.385781	1	no	0.387303	5.67519e-09	4	1
2.76525	778583	0.136011	1	no	0.3873	7.22134e-09	4	1
2.74074	778621	0.655897	1	no	0.40732	7.45384e-09	4	1
2.34198	778624	0.153246	1	no	0.397563	6.67885e-09	4	1
2.27355	778710	0.172368	1	no	0.390475	7.00129e-09	4	1
2.40961	778713	0.184409	1	no	0.357806	5.99336e-09	4	1
2.49178	778733	0.306784	1	no	0.418426	6.83309e-09	4	1
2.25685	778737	0.0291787	1	no	0.195333	6.2679e-09	4	1
2.58601	778785	0.177426	1	no	0.368381	6.36012e-09	4	1
2.44984	778812	0.460964	1	no	0.383508	6.98343e-09	4	1
2.3682	778836	0.109323	1	no	0.354093	6.94844e-09	4	1
2.08145	778850	0.0755727	1	no	0.301158	6.67989e-09	4	1
2.3474	778947	0.0539805	1	no	0.116396	7.11799e-09	4	1
1.78412	779031	0.117551	1	no	0.334106	1.22277e-08	4	1
3.00752	779048	0.327851	1	no	0.370239	5.24871e-09	4	1
2.3669	779069	0.210553	1	no	0.370843	7.07637e-09	4	1
2.40552	779071	0.340495	1	no	0.378942	7.767e-09	4	1
2.49653	779078	0.0107961	1	no	0	9.10556e-09	4	1
1.85867	779105	0.123931	1	no	0.342646	9.05132e-09	4	1
2.88566	779108	0.497963	1	no	0.37814	5.83857e-09	4	1
2.06007	779143	0.349502	1	no	0.381978	9.3122e-09	4	1
2.21344	779144	0.127063	1	no	0.43417	7.3765e-09	4	1
2.61636	779189	0.113797	1	no	0.328718	7.33752e-09	4	1
1.92998	779191	0.206099	1	no	0.3479	8.11426e-09	4	1
1.73653	779193	0.189525	1	no	0.348045	7.60552e-09	4	1
2.52731	779212	0.0418616	1	no	0.210967	6.52152e-09	4	1
2.11067	779244	0.00632204	1	no	0	6.63194e-09	4	1
2.16387	779246	0.212518	1	no	0.361648	6.27457e-09	4	1
2.47645	779289	0.0851433	1	no	0.395019	8.38317e-09	4	1
2.6511	779299	0.611312	1	no	0.35372	7.6587e-09	4	1
2.65514	779397	0.306162	1	no	0.344622	6.58616e-09	4	1
1.99892	779400	0.158343	1	no	0.396806	7.76472e-09	4	1
2.87439	779431	0.344425	1	no	0.361798	5.45498e-09	4	1
1.8636	779457	0.0902788	1	no	0.309201	8.07423e-09	4	1
2.35142	779466	0.119477	1	no	0.34435	9.54525e-09	4	1
2.27551	779478	0.264748	1	no	0.441807	1.05003e-08	4	1
2.33473	779515	0.316199	1	no	0.363396	7.21681e-09	4	1
2.51121	779560	0.250139	1	no	0.33774	6.40216e-09	4	1
2.33863	779586	0.37621	1	no	0.385212	7.25345e-09	4	1
2.53703	779601	0.22843	1	no	0.450822	7.58938e-09	4	1
2.77307	779608	0.306104	1	no	0.340302	7.01688e-09	4	1
2.61634	779703	0.0304431	1	no	0.207029	6.31457e-09	4	1
2.03298	779707	0.227185	1	no	0.37195	9.70385e-09	4	1
1.97748	779753	0.206702	1	no	0.414549	6.81228e-09	4	1
2.78443	779789	0.390352	1	no	0.348682	9.08109e-09	4	1
2.40788	779792	0.00315129	1	no	0	8.38516e-09	4	1
2.38261	779824	0.159024	1	no	0.287095	6.64717e-09	4	1
2.24296	779849	0.368585	1	no	0.434822	6.47706e-09	4	1
2.0968	779909	0.244926	1	no	0.375983	6.53837e-09	4	1
2.30328	779949	0.419589	1	no	0.366852	7.04739e-09	4	1
2.39984	780163	0.293382	1	no	0.383305	6.54369e-09	4	1
2.21588	780177	0.170501	1	no	0.357444	1.00846e-08	4	1
2.16255	780323	0.138676	1	no	0.306495	8.09494e-09	4	1
2.38225	780361	0.276147	1	no	0.432587	6.15802e-09	4	1
2.37475	780413	0.0513933	1	no	0.332702	7.49137e-09	4	1
2.1147	780572	0.229052	1	no	0.360425	7.85437e-09	4	1
2.46661	780583	0.0361426	1	no	0.350377	7.75819e-09	4	1
2.65842	780629	0.115723	1	no	0.378383	5.42203e-09	4	1
2.29234	780665	0.100939	1	no	0.426479	9.46687e-09	4	1
2.74107	780678	0.132899	1	no	0.314988	1.02102e-08	4	1
2.52472	780695	0.2629	1	no	0.394303	8.18384e-09	4	1
2.53106	780700	0.448243	1	no	0.374517	7.0334e-09	4	1
2.13362	780765	0.153285	1	no	0.343782	7.15563e-09	4	1
2.5741	780773	0.292176	1	no	0.387217	6.97535e-09	4	1
1.37843	780836	0.0800662	1	no	0.396016	7.4361e-09	4	1
2.09458	780879	0.0577348	1	no	0.295822	7.0755e-09	4	1
2.35019	780884	0.326451	1	no	0.363842	7.34733e-09	4	1
1.87344	780950	0.166571	1	no	0.388532	7.52388e-09	4	1
1.99218	780964	0.220104	1	no	0.366416	7.16604e-09	4	1
1.60845	781007	0.106152	1	no	0.364486	9.36204e-09	4	1
2.21939	781016	0.0800079	1	no	0.339898	1.01527e-08	4	1
2.44018	781113	0.141769	1	no	0.384742	8.41398e-09	4	1
2.4057	781119	0.449546	1	no	0.380614	7.96931e-09	4	1
2.47085	781196	0.316374	1	no	0.391786	6.49791e-09	4	1
2.50142	781197	0.303536	1	no	0.347347	6.16205e-09	4	1
2.24478	781299	0.264008	1	no	0.401636	6.62502e-09	4	1
2.92008	781301	0.15062	1	no	0.349219	7.57186e-09	4	1
2.03313	781314	0.364189	1	no	0.364918	7.18194e-09	4	1
2.12596	781324	0.287001	1	no	0.354073	8.37658e-09	4	1
2.78232	781336	0.104907	1	no	0.283701	5.71901e-09	4	1
2.74353	781346	0.110607	1	no	0.355434	8.85295e-09	4	1
2.76862	781353	0.567369	1	no	0.381219	5.93169e-09	4	1
2.98471	781359	0.0832175	1	no	0.33497	6.19358e-09	4	1
1.90137	781389	0.099791	1	no	0.310916	7.66537e-09	4	1
1.98744	781422	0.255838	1	no	0.36253	8.89072e-09	4	1
2.30713	781453	0.379381	1	no	0.388709	6.19843e-09	4	1
2.90522	781490	0.337344	1	no	0.395571	6.86238e-09	4	1
2.90671	781591	0.516443	1	no	0.326378	7.28622e-09	4	1
2.28292	781597	0.188338	1	no	0.381016	6.88743e-09	4	1
2.27549	781639	0.489073	1	no	0.379922	7.90851e-09	4	1
2.6698	781705	0.470652	1	no	0.396156	5.84311e-09	4	1
2.45346	781750	0.12718	1	no	0.379168	6.20074e-09	4	1
2.74813	781773	0.481331	1	no	0.389711	6.40859e-09	4	1
2.35853	781801	0.0126635	1	no	0.299539	7.67937e-09	4	1
2.21814	781853	0.418947	1	no	0.381019	6.53722e-09	4	1
2.4186	781860	0.14245	1	no	0.38304	6.81053e-09	4	1
2.37528	781885	0.359092	1	no	0.363001	5.95909e-09	4	1
2.80544	781931	0.0946167	1	no	0.408306	5.69511e-09	4	1
2.17523	782008	0.461645	1	no	0.359557	6.68404e-09	4	1
3.24183	782031	0.0113213	1	no	0.164948	5.11952e-09	4	1
2.87584	782089	0.676945	1	no	0.368391	7.83248e-09	4	1
2.35414	782210	0.433556	1	no	0.346061	8.74433e-09	4	1
2.2454	782211	0.0813112	1	no	0.303349	7.63079e-09	4	1
3.23815	782227	0.499247	1	no	0.371985	6.83036e-09	4	1
2.00483	782234	0.187016	1	no	0.335968	8.37001e-09	4	1
2.86022	782376	0.0272918	1	no	0.277976	9.77503e-09	4	1
2.52649	782448	0.321374	1	no	0.443012	6.63241e-09	4	1
2.33714	782465	0.159666	1	no	0.417641	7.21623e-09	4	1
2.12826	782520	0.175539	1	no	0.343639	8.59729e-09	4	1
2.28422	782523	0.0921073	1	no	0.371489	6.68837e-09	4	1
2.16485	782533	0.012683	1	no	0.0490798	1.03473e-08	4	1
2.40833	782562	0.339328	1	no	0.41596	6.34409e-09	4	1
2.76883	782566	0.525371	1	no	0.365669	6.27442e-09	4	1
2.50039	782576	0.485163	1	no	0.376168	7.26864e-09	4	1
